Movie Title,Movie Rating,Movie Votings,Movie Durations,Genres
Land of Bad,6.6, (50K),1h 53m,Action
The Killer's Game,5.7, (16K),1h 44m,Action
Absolution,5.2, (7.3K),1h 52m,Action
Azrael,5.4, (10K),1h 26m,Action
Drive-Away Dolls,5.4, (23K),1h 24m,Action
Uglies,4.7, (32K),1h 40m,Action
Blitz,6.2, (15K),2h,Action
Arcadian,5.5, (22K),1h 32m,Action
Werewolves,4.4, (5.9K),1h 33m,Action
Kung Fu Panda 4,6.3, (66K),1h 34m,Action
Descendants: The Rise of Red,4.7, (6.9K),1h 31m,Action
The Killer,5.7, (12K),2h 6m,Action
Lift,5.5, (49K),1h 47m,Action
Beverly Hills Cop: Axel F,6.4, (80K),1h 58m,Action
The Instigators,6.2, (37K),1h 41m,Action
Weekend in Taipei,5.7, (4.3K),1h 40m,Action
Apocalypse Z: The Beginning of the End,6.1, (19K),1h 57m,Action
Brothers,5.4, (13K),1h 29m,Action
Maharaja,8.4, (65K),2h 21m,Action
11 Rebels,6.2, (235),2h 35m,Action
Hagen,6.2, (961),2h 19m,Action
Canary Black,5.4, (11K),1h 41m,Action
Watchmen: Chapter I,7.0, (6.2K),1h 23m,Action
Atlas,5.6, (55K),1h 58m,Action
Long Gone Heroes,5.2, (946),1h 41m,Action
The Silent Hour,6.1, (7K),1h 39m,Action
Kalki 2898 AD,7.0, (66K),3h,Action
Dirty Angels,4.3, (3.1K),1h 44m,Action
Hitpig,5.1, (814),1h 26m,Action
The Shadow Strays,6.5, (8.9K),2h 24m,Action
Classified,3.7, (2.2K),1h 45m,Action
Survive,4.6, (2K),1h 30m,Action
Rebel Moon - Part Two: The Scargiver,5.3, (59K),2h 2m,Action
Cash Out,4.8, (2.8K),1h 32m,Action
Jackpot!,5.8, (30K),1h 46m,Action
Dominique,5.2, (2.1K),1h 40m,Action
Twilight of the Warriors: Walled In,7.0, (8.8K),2h 6m,Action
Trigger Warning,4.6, (19K),1h 46m,Action
Under Paris,5.2, (36K),1h 44m,Action
Gunner,3.2, (2.3K),1h 46m,Action
No Way Up,4.6, (10K),1h 30m,Action
Boneyard,4.1, (4.8K),1h 36m,Action
Watchmen: Chapter II,7.0, (2.7K),1h 30m,Action
Death Whisperer 2,6.4, (1.2K),1h 50m,Action
Armor,3.5, (3.6K),1h 29m,Action
Megamind vs. The Doom Syndicate,2.5, (5.4K),1h 23m,Action
Night Call,6.8, (1.7K),1h 37m,Action
Aavesham,7.8, (27K),2h 35m,Action
Panda Plan,5.1, (1.1K),1h 39m,Action
Agents,3.8, (873),1h 22m,Action
Red Right Hand,5.5, (5.7K),1h 51m,Action
Damaged,4.7, (7.1K),1h 37m,Action
Levels,5.0, (1.4K),1h 33m,Action
River of Blood,5.4, (1.5K),1h 26m,Action
Role Play,5.5, (19K),1h 40m,Action
Max,7.2, (3.2K),2h 12m,Action
Take Cover,5.1, (2.3K),1h 30m,Action
Harbin,6.6, (466),1h 48m,Action
Amaran,8.2, (18K),2h 47m,Action
Chief of Station,4.7, (4.3K),1h 37m,Action
My Hero Academia: You're Next,7.0, (1.9K),1h 50m,Action
Trouble,6.2, (6.6K),1h 38m,Action
My Spy: The Eternal City,5.7, (11K),1h 52m,Action
Sunray: Fallen Soldier,4.3, (576),1h 55m,Action
Joe Baby,8.2, (24),1h 26m,Action
Uprising,6.6, (5.3K),2h 6m,Action
Elyas,6.1, (1.2K),1h 45m,Action
Dark Match,5.5, (814),1h 34m,Action
The Thundermans Return,5.0, (1.8K),1h 10m,Action
Mafia Wars,3.4, (210),1h 34m,Action
Code 8: Part II,5.7, (16K),1h 40m,Action
The Fix,4.6, (1.1K),1h 38m,Action
Singham Again,4.8, (75K),2h 24m,Action
Rifle Club,7.0, (3.9K),1h 53m,Action
Simarik,6.4, (2.3K),1h 51m,Action
Hounds of War,4.5, (1.7K),1h 35m,Action
Sikandar Ka Muqaddar,6.0, (24K),2h 22m,Action
Drive Back,4.7, (286),1h 34m,Action
Rats!,8.2, (74),1h 25m,Action
Justice League: Crisis on Infinite Earths - Part One,6.2, (8.3K),1h 33m,Action
Prey,3.7, (3.2K),1h 26m,Action
Badland Hunters,5.9, (12K),1h 47m,Action
The Lost Tiger,7.8, (31),1h 30m,Action
The Courier,6.0, (4.3K),1h 41m,Action
The Roundup: Punishment,6.6, (5K),1h 49m,Action
Raayan,6.5, (11K),2h 25m,Action
Darkness of Man,4.8, (3.1K),1h 49m,Action
Cells at Work!,6.8, (159),1h 49m,Action
Officer Black Belt,6.8, (7.9K),1h 48m,Action
The Prosecutor,6.8, (1.3K),1h 57m,Action
Duchess,4.6, (1.2K),1h 54m,Action
Justice League: Crisis on Infinite Earths - Part Three,6.1, (4.3K),1h 34m,Action
The Price of Money: A Largo Winch Adventure,5.1, (1.1K),1h 40m,Action
The Wages of Fear,4.6, (4K),1h 44m,Action
Bougainvillea,6.4, (3K),2h 18m,Action
The Quiet Ones,6.5, (505),1h 50m,Action
Pani,6.9, (2.7K),2h 23m,Action
The Tiger's Apprentice,5.8, (2.1K),1h 24m,Action
Arena Wars,5.0, (2K),1h 36m,Action
Devara Part 1,6.0, (20K),2h 56m,Action
Karma,8.1, (1.4K),2h 47m,Action
City Hunter,6.3, (5.5K),1h 42m,Action
"I, the Executioner",6.3, (1.5K),1h 58m,Action
One Fast Move,5.0, (2.2K),1h 48m,Action
One More Shot,5.4, (3.5K),1h 43m,Action
Golden Kamuy,6.3, (2.5K),2h 7m,Action
Utopia,3.7, (335),1h 31m,Action
Cloud,6.3, (883),2h 3m,Action
Fight Another Day,5.1, (321),1h 37m,Action
Article 370,7.8, (24K),2h 38m,Action
Air Force One Down,4.4, (2.8K),1h 24m,Action
Lights Out,4.9, (1.7K),1h 30m,Action
Ultraman: Rising,6.9, (6.2K),1h 57m,Action
200% Wolf,6.0, (1.3K),1h 38m,Action
Fighter,6.2, (52K),2h 46m,Action
Life After Fighting,6.4, (1.9K),2h 6m,Action
Continental Split,3.5, (532),1h 28m,Action
Die Hart 2: Die Harter,4.3, (5.4K),1h 32m,Action
The Family Star,5.4, (5.4K),2h 39m,Action
Zero,6.1, (37),1h 28m,Action
Angels Fallen: Warriors of Peace,4.9, (5.8K),1h 43m,Action
Latency,4.2, (1.7K),1h 34m,Action
Kill Em All 2,4.1, (1.3K),1h 28m,Action
Echo 8,4.2, (159),1h 36m,Action
Agent Recon,2.4, (656),1h 25m,Action
Dan Da Dan: First Encounter,8.2, (2.5K),1h 23m,Action
Murder Company,3.6, (1.5K),1h 26m,Action
Ferry 2,5.6, (3.7K),1h 34m,Action
Operation Blood Hunt,3.4, (453),1h 33m,Action
Freedom,5.9, (1.3K),1h 50m,Action
Get Fast,3.6, (432),1h 28m,Action
Hijack 1971,6.8, (3.2K),1h 40m,Action
Dharmarakshak Mahaveer Chhatrapati Sambhaji Maharaj,8.2, (645),2h 54m,Action
Anaconda,4.9, (600),1h 24m,Action
Alien: Rubicon,2.4, (327),1h 26m,Action
A Legend,4.7, (852),2h 9m,Action
Alangu,8.3, (1.1K),2h 11m,Action
Wynonna Earp: Vengeance,5.6, (1.5K),1h 36m,Action
Jigra,6.0, (23K),2h 33m,Action
Striking Rescue,5.7, (323),1h 46m,Action
Diabel,5.1, (193),1h 48m,Action
The Clean Up Crew,4.1, (1.1K),1h 35m,Action
The Hangman,3.3, (983),1h 32m,Action
Justice League: Crisis on Infinite Earths - Part Two,5.5, (5.2K),1h 34m,Action
Invasion,4.8, (663),1h 31m,Action
Savi,6.2, (35K),2h 6m,Action
Spiders on a Plane,5.9, (358),1h 18m,Action
Agni,7.3, (15K),2h 2m,Action
Revolver,5.4, (815),1h 54m,Action
Terminator: Skynet Rising,6.8, (257),1h 28m,Action
Hanu Man,7.7, (29K),2h 38m,Action
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1, (8.2K),1h 44m,Action
Sixty Minutes,5.7, (5.1K),1h 28m,Action
Escape,6.4, (1.9K),1h 34m,Action
The Last Kumite,4.6, (2.3K),1h 45m,Action
London Calling,6.5, (8),1h 49m,Action
Outlaw,5.2, (897),1h 22m,Action
The Greatest of All Time,5.8, (22K),3h 3m,Action
Overlord: The Sacred Kingdom,7.0, (694),2h 15m,Action
72 Hours,4.1, (279),1h 27m,Action
Cassino in Ischia,4.4, (229),1h 53m,Action
Vettaiyan,7.0, (39K),2h 43m,Action
Baby Invasion,5.5, (56),1h 20m,Action
Heart of the Hunter,4.7, (2.1K),1h 45m,Action
Alienoid: The Return to the Future,6.5, (2.5K),2h 2m,Action
Handsome Guys,6.5, (740),1h 41m,Action
Snow White and the Seven Samurai,3.2, (262),1h 28m,Action
Operation Undead,4.6, (347),1h 50m,Action
Wanted Man,4.8, (2.5K),1h 25m,Action
Razakar: The Silent Genocide of Hyderabad,7.4, (5.2K),2h 46m,Action
"Love, Courage and the Battle of Bushy Run",5.0, (169),1h 53m,Action
Bagheera,6.7, (7.2K),2h 38m,Action
Kingdom 4: Return of the Great General,7.1, (1.2K),2h 25m,Action
The Lockdown,4.3, (593),1h 57m,Action
War of the Worlds: Extinction,3.0, (170),1h 24m,Action
Ryan's World the Movie: Titan Universe Adventure,1.8, (632),1h 20m,Action
Viduthalai Part 2,8.0, (15K),2h 50m,Action
GTMax,5.0, (1.2K),1h 40m,Action
Yodha,5.7, (8.8K),2h 10m,Action
The Last Front,5.5, (596),1h 38m,Action
Mura,7.3, (6.2K),2h 9m,Action
The Last Ronin,4.9, (218),2h 1m,Action
Vanvaas,6.7, (1K),2h 40m,Action
Nice Girls,4.2, (1.2K),1h 32m,Action
The Ballad of Davy Crockett,4.6, (243),1h 36m,Action
12 Gaun,6.3, (862),2h 27m,Action
Saripodhaa Sanivaaram,7.0, (8.8K),2h 46m,Action
Chandu Champion,7.8, (34K),2h 22m,Action
Don't Mess with Grandma,6.1, (142),1h 21m,Action
Everybody Loves Jenifa,8.4, (77),2h 15m,Action
Thangalaan,6.6, (6.5K),2h 36m,Action
Kanguva,4.6, (14K),2h 32m,Action
Je Jatt Vigarh Gya,5.7, (812),2h 12m,Action
Guntur Kaaram,5.4, (25K),2h 39m,Action
A.R.M,7.1, (8.5K),2h 30m,Action
Vedaa,6.0, (4.2K),2h 25m,Action
Devaki Nandana Vasudeva,8.9, (2.7K),2h 8m,Action
Rogue Elements: A Ryan Drake Story,4.9, (911),44m,Action
Memes & Nightmares,5.7, (71),1h 21m,Action
12 to Midnight,3.6, (270),1h 36m,Action
Mission: Cross,6.1, (2.5K),1h 45m,Action
Roadkill,3.6, (672),1h 30m,Action
The Firefighters,5.8, (142),1h 46m,Action
Escape from the 21st Century,6.5, (800),1h 38m,Action
UI,6.9, (5.6K),2h 15m,Action
Bachhala Malli,8.3, (3.9K),2h 20m,Action
Lady Scorpions,3.6, (361),1h 41m,Action
How to Rob a Bank,6.6, (4.1K),1h 28m,Action
Shark Warning,3.4, (247),1h 34m,Action
Alien Country,4.4, (347),1h 36m,Action
WWII: Operation Phoenix,6.7, (61),1h 46m,Action
Khadaan,7.4, (2K),2h 17m,Action
Bionic,4.3, (1.7K),1h 50m,Action
The Bouncer,4.3, (80),1h 18m,Action
Mother Mafia,3.3, (46),1h 20m,Action
Martin,2.3, (36K),2h 27m,Action
Kuang Bao Ju Xi,6.2, (66),1h 15m,Action
Sector 17,7.4, (1.3K),2h 26m,Action
Yolo,6.9, (3.6K),2h 9m,Action
Bade Miyan Chote Miyan,3.8, (39K),2h 43m,Action
Baby Assassins: Nice Days,7.3, (265),1h 43m,Action
The Twisters,2.5, (314),1h 26m,Action
Hunting with Tigers,5.6, (502),1h 49m,Action
Devil's Knight,5.3, (759),1h 30m,Action
Rob N Roll,6.1, (1.4K),1h 38m,Action
Bureau 749,4.1, (497),2h 3m,Action
Auron Mein Kahan Dum Tha,6.6, (40K),2h 30m,Action
40 Acres,6.4, (97),1h 53m,Action
Toofan,7.1, (6.1K),2h 25m,Action
Citizen of a Kind,6.7, (766),1h 54m,Action
Pimpinero: Blood and Oil,5.7, (533),2h 1m,Action
Ka Whawhai Tonu,7.4, (169),1h 55m,Action
Eye for an Eye 2,6.5, (476),1h 30m,Action
The Friendly,8.1, (15),1h 41m,Action
S.T.A.L.K.E.R.: Shadow of the Zone,5.2, (446),1h 12m,Action
Hellhound,4.3, (482),1h 43m,Action
School of Magical Animals 3,5.9, (294),1h 45m,Action
Paradise,6.9, (77),1h 23m,Action
Mummy Shark,2.0, (165),1h 6m,Action
Bonus Trip,4.5, (216),1h 53m,Action
Agastya - Chapter 1,6.9, (576),2h 48m,Action
Kahar: Kapla High Council,6.9, (437),1h 42m,Action
The Day Everything Changed,7.9, (77),1h 37m,Action
Deaner '89,5.9, (411),1h 30m,Action
Zebra,8.0, (3.2K),2h 44m,Action
Bangkok Breaking: Heaven and Hell,5.8, (651),2h 26m,Action
The Actor,3.3, (722),2h 8m,Action
The Last of Us: Immunity,6.4, (12),1h 4m,Action
Tillu Square,6.6, (3.4K),2h 17m,Action
Crakk: Jeetega... Toh Jiyegaa,4.7, (6.4K),2h 34m,Action
Captain Miller,6.5, (8.6K),2h 37m,Action
The Charisma Killers,5.9, (507),1h 41m,Action
Siren,6.4, (2.9K),2h 34m,Action
Yudhra,5.0, (13K),2h 22m,Action
Ayalaan,6.0, (3.9K),2h 35m,Action
Orang Ikan,6.5, (31),1h 23m,Action
Mr. Bachchan,3.6, (5.2K),2h 30m,Action
Sorgavaasal,6.6, (1.3K),2h 18m,Action
Taklee Genesis x Worlds Collide,5.5, (381),2h 26m,Action
Non Negotiable,5.4, (1.2K),1h 27m,Action
Witch Hunter,5.1, (21),1h 20m,Action
Barroz: Guardian of Treasures,3.6, (933),2h 35m,Action
The Kingdom,7.9, (84),2h 13m,Action
(Pri)sons,5.0, (247),1h 40m,Action
Bangkok Dog,6.4, (94),1h 25m,Action
Crisis Negotiators,6.7, (690),2h,Action
Sheriff,6.9, (1.1K),2h 13m,Action
The Miranda Brothers,4.4, (186),1h 39m,Action
Sasan,8.5, (62),2h 35m,Action
I Heart Robots,4.6, (2.3K),1h 16m,Action
Baki Hanma VS Kengan Ashura,5.7, (1.9K),1h 2m,Action
Bidurbhai,9.2, (373),2h 28m,Action
Troubleshooters,6.4, (397),1h 50m,Action
Xiong Shi Shao Nian 2,7.5, (182),2h 14m,Action
Fyre Rises,6.5, (321),1h 50m,Action
Art of Eight Limbs,4.0, (303),1h 41m,Action
Eagle,5.9, (4.9K),2h 39m,Action
KA,7.2, (1.5K),2h 31m,Action
No Time to Spy: A Loud House Movie,6.4, (432),1h 21m,Action
Kamen Rider 555 20th: Paradise Regained,5.9, (139),1h 5m,Action
Big Rage,3.6, (148),1h 55m,Action
Guy Manley: Super Spy,4.5, (115),1h 32m,Action
Thundu,5.0, (898),2h 5m,Action
Garudan,7.1, (3.3K),2h 13m,Action
Gandhi 3,5.5, (230),2h 23m,Action
My Fathers' Daughter,6.6, (68),1h 18m,Action
Mobile Suit Gundam SEED Freedom,6.6, (922),2h 4m,Action
The Drunken Prodigy,5.6, (13),1h 47m,Action
American Underdog,8.8, (23),1h 29m,Action
Sayen: The Huntress,4.4, (250),1h 28m,Action
Love You to Debt,6.2, (744),2h 15m,Action
Clone Cops,8.1, (185),1h 36m,Action
The Omicron Killer,2.9, (593),1h 38m,Action
Kaveri,9.1, (1.5K),1h 41m,Action
Double Ismart,2.9, (2.1K),2h 36m,Action
Nothing Even Matters,5.3, (70),1h 30m,Action
Anunnakiler,2.6, (424),1h 16m,Action
Warrior Awang and Master Tok Gajah,4.6, (473),1h 58m,Action
Pottel,8.3, (2.7K),2h 28m,Action
Aserb: The Squadron,5.2, (297),2h,Action
Ape X Mecha Ape: New World Order,2.7, (127),1h 27m,Action
Drive,5.6, (310),1h 30m,Action
Deadzone,4.2, (33),1h 20m,Action
Mission: Chapter 1,5.9, (1.7K),2h 24m,Action
They Call Her Death,6.2, (22),1h 32m,Action
Dange,5.4, (786),2h 34m,Action
Midas,4.6, (331),1h 25m,Action
Bohurupi,8.3, (1.4K),2h 35m,Action
Bhaiyya Ji,4.8, (7.3K),2h 30m,Action
Fighting the Fire,8.6, (1.7K),1h 55m,Action
Lisabi: The Uprising,6.4, (121),1h 47m,Action
UmroAyyar - A New Beginning,6.9, (669),2h 15m,Action
Rode College,6.6, (421),2h 48m,Action
Sucha Soorma,6.5, (905),2h 16m,Action
The Unbreakable Bunch,7.4, (24),R,Action
Black Heat,8.0, (20),1h 33m,Action
Hunt the Wicked,5.2, (105),1h 42m,Action
Road Wars: Max Fury,2.0, (349),1h 23m,Action
Prepare to Die,4.6, (228),1h 33m,Action
Nu Huo 12 Xiao Shi,6.1, (42),1h 26m,Action
Rendel: Cycle of Revenge,3.6, (241),1h 39m,Action
Kizumonogatari: Koyomi Vamp,6.9, (79),2h 24m,Action
Anchakkallakokkan,6.6, (998),2h 6m,Action
Ship of the Damned,2.8, (293),1h 28m,Action
Conquer: Lahad Datu,6.7, (494),2h,Action
24 Hours to D-Day,4.7, (32),1h 23m,Action
Mirza: Part 1 - Joker,6.8, (236),2h 45m,Action
Snatched,4.9, (206),1h 41m,Action
Kondal,5.4, (761),2h 27m,Action
6 Hours Away,3.9, (239),1h 33m,Action
In Tenebras: Into the Darkness,3.2, (171),1h 30m,Action
Cesium Fallout,6.7, (406),2h 16m,Action
Where Is Gilgamesh?,9.0, (603),1h 30m,Action
Kadakan,4.0, (111),2h 8m,Action
Big City Greens the Movie: Spacecation,6.2, (528),TV-Y7,Action
The Epidemic,5.8, (69),1h 35m,Action
Yuva,5.8, (834),2h 33m,Action
How to Make a Werewolf,5.6, (82),16+,Action
Rang De Basanti,8.8, (144),2h 54m,Action
Ballistic,2.3, (161),1h 35m,Action
Camp Blood: Clown Shark,3.3, (82),1h 10m,Action
Turbo,5.9, (3.5K),2h 35m,Action
The Mick and the Trick,5.0, (75),1h 36m,Action
What Happens in Miami,4.3, (218),1h 30m,Action
Buddy,3.8, (339),2h 17m,Action
Matka,4.7, (571),2h 36m,Action
High Forces,5.8, (499),1h 59m,Action
Malayalee from India,5.6, (5K),2h 40m,Action
The Bodyguard,6.6, (26),1h 27m,Action
Mutant,4.5, (58),1h 30m,Action
Formed Police Unit,4.6, (472),2h,Action
Shark Island,4.0, (114),1h 21m,Action
Naam,6.4, (274),2h 16m,Action
The Moon Thieves,6.2, (222),1h 48m,Action
Bhairadevi,8.8, (43),2h 14m,Action
The Circuit 4: Faith Fighter,4.4, (87),1h 30m,Action
Jithender Reddy,9.5, (2.3K),2h 16m,Action
Exorcism Chronicles: The Beginning,7.0, (62),1h 25m,Action
Hide and Seek,8.2, (54),2h 10m,Action
Kung Fu Games,3.3, (373),1h 38m,Action
Neon Fear,6.1, (373),40m,Action
The Traveller,5.3, (199),2h 14m,Action
September Babies,6.5, (280),1h 34m,Action
Honeko Akabane's Bodyguards,6.0, (34),1h 57m,Action
Ghost Killer,7.2, (58),1h 45m,Action
Saint Young Men: Holy Men vs Demon Army,3.0, (13),1h 33m,Action
Sons of Rizk 3,6.7, (1.6K),2h 5m,Action
Stuntman,7.0, (133),1h 54m,Action
Spirit Riser,6.7, (33),1h 38m,Action
Red vs. Blue: Restoration,5.6, (135),1h 25m,Action
Dragon Ball Z Kai,8.4, (65),1h 22m,Action
Six jours,6.3, (96),1h 35m,Action
Checkmate,4.3, (380),1h 44m,Action
Blade of Fury,6.1, (110),1h 30m,Action
The Slave and the Sorcerer,6.7, (37),1h 26m,Action
Buying Time,6.6, (244),1h 24m,Action
Customs Frontline,5.4, (459),1h 55m,Action
Purushothamudu,4.9, (2.2K),2h,Action
Hrashwo Deergha,7.9, (79),2h 30m,Action
Petta Rap,4.2, (1.7K),2h 3m,Action
Mechanic Rocky,6.5, (3.4K),2h 36m,Action
Go for Broke,5.7, (267),1h 55m,Action
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,6.8, (25),1h 11m,Action
Anthima Theerpu,8.1, (1.5K),2h 13m,Action
The Alexandrian,3.9, (247),1h 44m,Action
Raqa,6.4, (57),1h 47m,Action
Dark Fusion,8.5, (233),1h 30m,Action
Taken from Rio Bravo,3.0, (307),1h 20m,Action
Bhaje Vaayu Vegam,6.1, (540),2h 16m,Action
The Grey Men,6.5, (69),1h 37m,Action
The Plot,4.8, (360),1h 40m,Action
Sentimentaaal,5.8, (971),2h 15m,Action
Bandaa Singh Chaudhary,6.3, (5.2K),1h 53m,Action
Pranaya Godari,7.8, (2.4K),2h 28m,Action
Rebel,3.2, (64),1h 40m,Action
Death Game,6.3, (24),1h 28m,Action
Roxana,4.0, (63),1h 38m,Action
Desperado,5.9, (139),1h 40m,Action
Shockwaves 2,2.8, (146),1h 19m,Action
Breaking and Re-entering,5.8, (429),1h 49m,Action
Warning 2,7.1, (879),2h 5m,Action
Next to Us,4.9, (220),2h 5m,Action
Mazhai Pidikatha Manithan,4.5, (416),2h 13m,Action
Oru Anveshanathinte Thudakkam,7.1, (830),3h 1m,Action
The Experts,6.2, (258),2h 1m,Action
Purushothamudu,7.7, (12),2h,Action
Saala,5.9, (1.1K),2h 10m,Action
Election,5.9, (807),2h,Action
Premalo,7.3, (1.1K),2h 8m,Action
Sabari,8.4, (5.4K),2h 9m,Action
Losing Lerato 2,9.1, (30),1h 36m,Action
Correr para Vivir,7.0, (193),1h 37m,Action
Black Storm,6.6, (65),1h 37m,Action
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2, (152),1h 40m,Action
Por,5.0, (606),2h 34m,Action
Samandar,7.6, (136),2h 52m,Action
Bastar: The Naxal Story,6.4, (3.3K),2h 4m,Action
Dirty Money,5.7, (107),1h 40m,Action
DNA,5.2, (209),2h 36m,Action
Bheema,5.8, (947),2h 28m,Action
Gold Raiders,2.0, (178),1h 28m,Action
London Gangsters,4.3, (11),1h 44m,Action
Komandir,6.3, (512),2h 11m,Action
First Nights at Freddy's,9.2, (13),1h 38m,Action
Bond of Justice: Kizuna Part I - Encounter,6.1, (17),1h 32m,Action
Appudo Ippudo Eppudo,4.7, (226),2h,Action
Kill Craft,2.3, (361),1h 39m,Action
Chaari 111,4.8, (255),2h 10m,Action
Kali,5.1, (405),1h 36m,Action
Saindhav,5.0, (1.6K),2h 18m,Action
Mongol,8.7, (88),2h 35m,Action
Touchdown,6.8, (13),1h 18m,Action
Bonnie,7.4, (32),2h,Action
Reloaded 2,8.1, (996),45m,Action
Texas Twister,2.5, (157),1h 28m,Action
The Wild Blade of Strangers,6.6, (106),1h 42m,Action
Star Abyss,3.8, (240),1h 26m,Action
Babu,7.7, (179),2h 22m,Action
Polar,4.4, (28),1h 16m,Action
Hit List,5.5, (309),2h 5m,Action
Heavens: The Boy and His Robot,6.3, (21),1h 38m,Action
Rajakili,8.8, (538),2h 2m,Action
The Vampire and the Vigilante,3.6, (46),1h 15m,Action
Operation Valentine,5.3, (1.4K),2h 13m,Action
Ghosts of Red Ridge,3.3, (144),1h 21m,Action
Permafrost,5.7, (112),1h 20m,Action
Gone with the Dead,5.3, (38),1h 36m,Action
Shekko,5.9, (532),2h,Action
Sikaar,8.3, (674),2h 30m,Action
Ruslaan,3.3, (1.2K),2h,Action
South Side Hero,5.6, (35),1h 32m,Action
The Infallibles,4.8, (744),1h 39m,Action
Karma,4.5, (17),1h 51m,Action
Naag Bhoomi,5.7, (7),2h 10m,Action
Captain Avispa,5.8, (172),1h 36m,Action
Raktaksha,8.5, (1.4K),1h 58m,Action
Iddaru,9.2, (293),2h 28m,Action
Iron Fighter,3.6, (55),1h 20m,Action
Average Student Nani,8.1, (2.2K),2h 18m,Action
Malaikottai Vaaliban,6.0, (4.1K),2h 36m,Action
Gam Gam Ganesha,5.3, (307),2h 20m,Action
Young Lion of the West,8.1, (105),1h 33m,Action
Aho Vikramaarka,7.4, (53),2h 16m,Action
Bloodline,9.1, (44),1h 20m,Action
Mahadev Ka Gorakhpur,7.8, (367),2h 11m,Action
Cândido,6.3, (57),1h 39m,Action
Abudeka Is Back,5.2, (26),2h,Action
Tòkunbò,3.9, (288),1h 53m,Action
Ame no naka no yokujô,6.0, (66),2h 12m,Action
Shu Si Yi Bo,6.6, (32),1h 31m,Action
Clownface 3,9.4, (34),1h 44m,Action
Thiragabadara Saami,6.4, (94),1h 55m,Action
Kiyma: Orman Kanunlari,4.3, (34),1h 21m,Action
Fuuto PI: Portrait of Kamen Rider Skull,7.5, (30),1h 22m,Action
Bad Boyz,4.6, (605),2h 30m,Action
Raanti,6.6, (1.1K),1h 55m,Action
Appu,8.6, (181),1h 32m,Action
Second Life,6.9, (40),1h 45m,Action
Artist Unknown,9.1, (10),1h 22m,Action
The Desperate Chase,5.5, (48),1h 50m,Action
Crosspoint,7.7, (16),1h 40m,Action
Panjab Files,7.9, (17),1h 57m,Action
Sous écrous,5.3, (33),1h 51m,Action
Mathu Vadalara 2,7.0, (1.6K),2h 19m,Action
Sacrum Vindictae II,4.8, (12),1h 54m,Action
Rathnam,5.4, (3.7K),2h 35m,Action
The Evil Three,7.2, (848),30m,Action
Neo-Dome,6.6, (15),15m,Action
Inkabi,4.7, (77),1h 41m,Action
Lie Zhan,6.9, (66),1h 33m,Action
Chasing Raine,2.3, (186),1h 41m,Action
Uninvited,6.7, (70),1h 33m,Action
Usha Parinayam,9.0, (2.1K),2h 24m,Action
Sarangadhariya,8.6, (3.1K),2h 30m,Action
Lal Salaam,4.4, (1.3K),2h 30m,Action
Marni: The Story of Wewe Gombel,5.9, (198),1h 59m,Action
